atencion_id;fecha_hora;informador_id;centro_id;encuesta_id;País;En caso de ser Español, ¿cuál  es su provincia de procedencia?;Sexo;¿ En qué medio de transporte ha llegado a Madrid?;¿Cómo ha localizado los SAIT?;¿Volvería a utilizar este servicio?;¿Ha buscado información sobre la ciudad de Madrid antes de venir;En relación con las instalaciones del Servicio de Atención e Inf;En relación con el personal de atención que le ha atendido en lo;En relación con el servicio prestado, ¿cuál es su grado de satis;En relación con los medios materiales y la documentación disponi;¿Cuál es su nivel global de satisfacción con el Servicio de Aten;Observaciones;Con quién viaja (sólo una opción);Edad;Duración de la estancia en Madrid;¿Cuál es el motivo de su visita a la Ciudad de  Madrid?;¿Qué instalaciones del Servicio de Atención e Información Turíst
2126157;2021-07-19 18:38:52;232;43;174;España;Madrid;Hombre;Residente;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$NS/NC;10;;Residente;45-64;Residente;Residente;PIT del Aeropuerto T-2
2126202;2021-07-19 19:36:23;194;49;174;Portugal;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Sólo;25-44;1 noche;Tránsito;PIT del Aeropuerto T-4
2126208;2021-07-19 19:41:41;312;51;174;España;La Coruña;Mujer;Tren;Los ha encontrado en su recorrido;Sí;Otros (Indicar)##conocidos;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$7;10;;En pareja;45-64;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT de Estadio Santiago Bernabéu
2126305;2021-07-20 10:03:05;194;49;174;Francia;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##turismo;Señalización informativa$$NS/NC;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$9;10;;Sólo;45-64;2 noches;Ocio, recreo y vacaciones;PIT del Aeropuerto T-4
2126320;2021-07-20 10:23:10;250;51;174;Senegal;NULL;Hombre;Residente;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;muy satisfecho ;Sólo;25-44;Residente;Residente;PIT de Estadio Santiago Bernabéu
2126324;2021-07-20 10:25:23;250;51;174;Chile;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;muy satisfecho;Sólo;45-64;De 1 a 3 meses;Ocio, recreo y vacaciones;PIT de Estadio Santiago Bernabéu
2126326;2021-07-20 10:26:57;98;58;174;Seleccione País;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;8;;En pareja;45-64;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126327;2021-07-20 10:27:40;250;51;174;Noruega;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;muy satisfecho con el servicio de información turística;En pareja;45-64;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT de Estadio Santiago Bernabéu
2126329;2021-07-20 10:29:25;250;51;174;Italia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;Muy satisfecho con el servicio de información turística. ;En pareja;25-44;2 noches;Noche;PIT de Estadio Santiago Bernabéu
2126332;2021-07-20 10:24:46;98;58;174;España;Zaragoza;Mujer;Tren;Tenía información previa de su ubicación##Se lo han dicho en el museo;Sí;Internet/web (Indicar páginas)##Quehayenmadrid;Señalización informativa$$8;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;9;Si hay un bus turístico de otra empresa, el suyo debería estar ya disponible ;En familia;25-44;De 4 a 7 noches;Ver un espectáculo en particular (Indicar cuál)##Warner;Centro de Turismo de la Plaza Mayor
2126337;2021-07-20 10:31:23;250;51;174;Francia;NULL;Mujer;Avión;"Los había visto anteriormente&nbsp;";Sí;Correo postal o electrónico;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;Muy satisfecha. Ya conocía la existencia de la red SAIT y recurre de nuevo al servicio para asistirle en su recorrido.;Sólo;15-24;2 noches;Ocio, recreo y vacaciones;PIT de Estadio Santiago Bernabéu
2126338;2021-07-20 10:31:15;98;58;174;Seleccione País;Madrid;Mujer;Residente;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$9;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;8;;Con amigos;45-64;Residente;Residente;PIT de Atocha
2126340;2021-07-20 10:31:56;98;58;174;Seleccione País;NULL;Hombre;Otro (Indicar)##Coche alquilado madrid/barcelona para vuelta;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Turismoespaña/ booking;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;El mapa solo es en español;En pareja;45-64;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT del Paseo del Prado
2126344;2021-07-20 10:37:17;98;58;174;Seleccione País;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;9;;Con amigos;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126345;2021-07-20 10:36:03;98;58;174;Seleccione País;Barcelona;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Turismonacional;Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$7;9;Un mapa menos céntrico y más manejable (de esos que se doblan);En pareja;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT del Paseo del Prado
2126346;2021-07-20 10:33:42;250;51;174;China;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En pareja;15-24;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT de Estadio Santiago Bernabéu
2126347;2021-07-20 10:40:25;98;58;174;Seleccione País;Zaragoza;Mujer;Tren;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;9;;En familia;45-64;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126349;2021-07-20 10:46:12;98;58;174;Seleccione País;Zaragoza;Hombre;Tren;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$8;9;;En familia;45-64;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126350;2021-07-20 10:44:35;250;51;174;Ecuador;NULL;Hombre;Residente;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$5;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En familia;25-44;Residente;Residente;PIT de Estadio Santiago Bernabéu
2126353;2021-07-20 10:48:51;98;58;174;Seleccione País;Madrid;Hombre;Residente;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$8;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;9;;Sólo;45-64;Residente;Residente;PIT de Atocha
2126355;2021-07-20 10:49:17;250;51;174;Seleccione País;Guipúzcoa;Hombre;Coche particular;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;9;Echan de menos mayor disponibilidad de visitas guiadas y menor tiempo de espera para solicitarlas. Por lo demás están muy satisfechos con el servicio;En pareja;45-64;2 noches;Ocio, recreo y vacaciones;PIT de Estadio Santiago Bernabéu
2126356;2021-07-20 10:52:34;250;51;174;Seleccione País;Segovia;Mujer;Autobús;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En pareja;45-64;Excursionista;Salud;PIT de Estadio Santiago Bernabéu
2126357;2021-07-20 10:54:51;250;51;174;Seleccione País;Barcelona;Mujer;Tren;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;9;;En familia;45-64;2 noches;Ocio, recreo y vacaciones;PIT de Estadio Santiago Bernabéu
2126359;2021-07-20 10:51:32;98;58;174;Seleccione País;Madrid;Mujer;Residente;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;8;;Con amigos;45-64;Residente;Residente;PIT de Atocha
2126361;2021-07-20 10:43:53;98;58;174;Seleccione País;Madrid;Mujer;Residente;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;La atención es inmejorable, gracias ;En pareja;25-44;Residente;Residente;PIT del Paseo del Prado
2126371;2021-07-20 10:58:25;98;58;174;Seleccione País;Valencia;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Instagram/freetour;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En pareja;25-44;De 1 a 2 semanas;Ocio, recreo y vacaciones;PIT del Paseo del Prado
2126378;2021-07-20 11:08:42;98;58;174;Seleccione País;Zaragoza;Mujer;Tren;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;9;;En familia;15-24;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126384;2021-07-20 11:15:21;98;58;174;Seleccione País;Toledo;Hombre;Autobús;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;9;;Con amigos;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126385;2021-07-20 11:09:19;98;58;174;Colombia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;Otros (Indicar)##Familia ;Señalización informativa$$7;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$10;9;Con los coches no me escuchan bien y de lejos no se ve que es un punto de información ;En pareja;25-44;De 1 a 3 meses;Ocio, recreo y vacaciones;PIT del Paseo del Prado
2126390;2021-07-20 11:19:18;98;58;174;Francia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$10;9;;En pareja;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126392;2021-07-20 11:17:17;98;58;174;Seleccione País;Lugo;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$5;Tiempo de espera para ser atendido$$7;Plano de la ciudad$$1;8;El mapa no es funcional, por la calle no es cómodo, no se dobla, es pequeño y los nombres de las calles es imposible verlos.;En pareja;25-44;De 4 a 7 noches;Negocios;PIT del Paseo del Prado
2126395;2021-07-20 11:22:39;98;58;174;España;Burgos ;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En familia;45-64;De 1 a 2 semanas;Familia;PIT del Paseo del Prado
2126402;2021-07-20 11:21:45;255;43;174;Estados Unidos;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$7;Plano de la ciudad$$8;9;;En pareja;45-64;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT del Aeropuerto T-2
2126415;2021-07-20 11:24:41;98;58;174;Colombia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Quetienemadrid;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;''Cuando venimos de lejos buscamos un punto de información para saber qué hacer, y ya de paso una tarjeta para llamar a casa. Podrían tener aquí de prepago para facilitar el trabajo y llamar antes'';En pareja;25-44;De 1 a 3 meses;Ocio, recreo y vacaciones;PIT del Paseo del Prado
2126418;2021-07-20 11:32:35;98;58;174;México;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$10;10;;En familia;45-64;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126426;2021-07-20 11:38:09;98;58;174;Seleccione País;Granada;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$10;10;;En pareja;45-64;3 noches;Ocio, recreo y vacaciones;PIT del Paseo del Prado
2126429;2021-07-20 11:46:40;98;58;174;Seleccione País;Murcia;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Booking;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En pareja;25-44;3 noches;Ocio, recreo y vacaciones;PIT del Paseo del Prado
2126432;2021-07-20 11:45:01;98;58;174;Colombia;NULL;Hombre;Avión;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$8;9;;En familia;45-64;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126435;2021-07-20 11:50:51;255;43;174;Argentina;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$7;Plano de la ciudad$$9;10;;En pareja;25-44;3 noches;Ocio, recreo y vacaciones;PIT del Aeropuerto T-2
2126445;2021-07-20 11:49:51;98;58;174;Seleccione País;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##España/Madridturismo;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10; no podemos volver a Argentina por cómo se ha complicado el covid allí; no se cuánto nos quedaremos; pero gracias a Mercedes estaremos entretenidos aquí con muchos planes en vez de pensar en lo que estarán pasando;" muchas gracias""""";En pareja;45-64
2126451;2021-07-20 12:06:01;98;58;174;Francia;NULL;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$8;9;;En familia;45-64;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126457;2021-07-20 12:01:20;98;58;174;Seleccione País;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Booking/freetour;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En pareja;25-44;De 1 a 2 semanas;Ocio, recreo y vacaciones;PIT del Paseo del Prado
2126467;2021-07-20 12:19:03;98;58;174;Seleccione País;Gerona;Hombre;Tren;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$8;9;;Grupo Organizado;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126474;2021-07-20 12:26:59;98;58;174;Seleccione País;NULL;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$8;9;;Con amigos;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126477;2021-07-20 12:29:27;98;58;174;Francia;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;8;;Sólo;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126480;2021-07-20 12:18:15;98;58;174;Seleccione País;Barcelona;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Booking/civitatis;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;Personal espectacular;En familia;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT del Paseo del Prado
2126481;2021-07-20 12:33:02;98;58;174;Seleccione País;La Coruña;Hombre;Coche particular;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$7;Plano de la ciudad$$8;9;;Sólo;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126485;2021-07-20 12:37:12;98;58;174;Seleccione País;La Rioja;Mujer;Coche particular;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$7;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$10;8;;En familia;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126489;2021-07-20 12:35:26;98;58;174;Francia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Booking/iberia;Señalización informativa$$7;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;El bus de dos plantas debería estar disponible ya que la otra empresa ya lo tiene;Con amigos;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;NULL
2126495;2021-07-20 12:45:34;98;58;174;Ecuador;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;9;;En pareja;25-44;3 noches;Gastronomía;PIT de Atocha
2126501;2021-07-20 12:35:24;255;43;174;Seleccione País;Madrid;Hombre;Avión;"Los había visto anteriormente&nbsp;";Sí;Otros (Indicar)##nacio aqui;Señalización informativa$$8;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$7;10;;En pareja;25-44;Residente;Otros (Indicar cuál)##vuelta de vacaciones;PIT del Aeropuerto T-2
2126507;2021-07-20 12:56:58;98;58;174;Seleccione País;Madrid;Mujer;Residente;"Los había visto anteriormente&nbsp;";Sí;Internet/web (Indicar páginas)##Civitatis;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;Vengo siempre para saber nuevas exposiciones y cosas que hacer en Madrid. Sois muy útiles aquí ;En familia;25-44;Residente;Residente;PIT Faro de Moncloa
2126509;2021-07-20 13:00:55;98;58;174;Seleccione País;Zaragoza;Hombre;Coche particular;"Los había visto anteriormente&nbsp;";Sí;Otros (Indicar)##Programa callejeros madrid;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$8;10;;En pareja;45-64;De 1 a 2 semanas;Ocio, recreo y vacaciones;PIT del Paseo del Prado
2126514;2021-07-20 13:08:20;98;58;174;Seleccione País;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$8;9;;En familia;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2126515;2021-07-20 13:02:52;98;58;174;España;Alicante;Hombre;Coche particular;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Esmadrid;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;8;Tienen pocas visitas guiadas;En pareja;25-44;De 1 a 2 semanas;Otros (Indicar cuál)##Buscar piso en madrid;PIT del Paseo del Prado
2126525;2021-07-20 13:06:52;255;43;174;Seleccione País;Málaga;Mujer;Avión;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$7;Plano de la ciudad$$8;;;Sólo;25-44;1 noche;Tránsito;PIT del Aeropuerto T-2
2126528;2021-07-20 13:16:41;255;43;174;Seleccione País;Barcelona;Mujer;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$8;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$7;Plano de la ciudad$$8;9;;Sólo;45-64;2 noches;Negocios;PIT del Aeropuerto T-2
2126532;2021-07-20 13:10:44;98;58;174;México;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Otros (Indicar)##Familia;Señalización informativa$$7;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$10;10;;En familia;25-44;De 1 a 3 meses;Ocio, recreo y vacaciones;PIT del Paseo del Prado
2126563;2021-07-20 14:02:16;194;49;174;Seleccione País;Islas Baleares;Mujer;Avión;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$NS/NC;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$NS/NC;10;;En pareja;45-64;3 noches;Familia;PIT del Aeropuerto T-4
2126615;2021-07-20 15:08:34;98;58;174;Seleccione País;Madrid;Hombre;Residente;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$8;9;;Residente;45-64;Residente;Residente;Centro de Turismo de la Plaza Mayor
2126617;2021-07-20 15:20:44;98;58;174;Seleccione País;NULL;Hombre;Avión;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En pareja;45-64;De 4 a 7 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2126619;2021-07-20 15:17:12;98;58;174;Francia;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Visitasmadrid;Señalización informativa$$8;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;8;Tienen poca información a cerca de lis transportes y la tarjeta para estos;En pareja;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;Unidad móvil
2126620;2021-07-20 15:29:46;98;58;174;Seleccione País;Valencia;Mujer;Tren;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;9;;En pareja;25-44;3 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2126625;2021-07-20 15:30:40;98;58;174;Seleccione País;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Instagram/visitarmadrid;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;La ventana esta muy baja, hay que agacharse mucho para hablar (en la que le atendieron) , la atención muy buena;En familia;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;Unidad móvil
2126626;2021-07-20 15:31:56;98;58;174;Seleccione País;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;9;;Sólo;15-24;Residente;Estudios;Centro de Turismo de la Plaza Mayor
2126633;2021-07-20 15:43:31;98;58;174;Italia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$8;9;;En familia;45-64;De 4 a 7 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2126636;2021-07-20 15:50:16;98;58;174;Seleccione País;NULL;Mujer;Avión;Tenía información previa de su ubicación##Le avisaron en plaza mayor;Sí;Internet/web (Indicar páginas)##Freetourmadrid;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Con amigos;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;Unidad móvil
2126640;2021-07-20 16:04:36;98;58;174;Estados Unidos;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Paginasoficiales;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Con amigos;25-44;De 1 a 2 semanas;Ocio, recreo y vacaciones;Unidad móvil
2126645;2021-07-20 16:10:57;98;58;174;Colombia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$8;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En familia;25-44;De 1 a 2 semanas;Ocio, recreo y vacaciones;Unidad móvil
